Sentence,Anger,Fear,Joy,Sadness,Surprise
Merry Christmas .,0,0,1,0,0
"Mes dames et messieurs , good night !",0,0,1,0,0
[PERSON] is the best cop I ever saw .,0,0,1,0,0
Mine was big as a grapefruit .,0,0,1,0,0
Mint juleps always make me sing .,0,0,1,0,0
"Miss [PERSON] , I have discovered how to retard the ageing process .",0,0,1,0,0
"Miss [PERSON]'s feeling a heap better today , Mr. [PERSON] .",0,0,1,0,0
Mistakes can always be corrected,0,0,1,0,0
Money !,0,0,1,0,0
"[PERSON] , if there's one thing I know about , it's Mr. [PERSON] Q. Public .",0,0,1,0,0
Moon !,0,0,1,0,0
"More love talk , hm ?",0,0,1,0,0
More mutilations !,0,0,1,0,0
More shopping ?,0,0,1,0,0
"Morning , sir .",0,0,1,0,0
"Morning . - Hey , babe !",0,0,1,0,0
Morphine syrette . Give me a morphine syrette . I got it .,0,0,1,0,0
[LOCATION] is nice in the spring .,0,0,1,0,0
Most of the young hotshots were lining up for Robbery or Homicide .,0,0,1,0,0
"Mother , you'd love him .",0,0,1,0,0
Mr Bear ticklish ?,0,0,1,0,0
Mr. [PERSON] is a wonderful teacher .,0,0,1,0,0
Mr. [PERSON] was a major donor on Will's campaign .,0,0,1,0,0
Mrs [PERSON] has fixed the grandest dinner .,0,0,1,0,0
Much happier .,0,0,1,0,0
Must be a beautiful horse .,0,0,1,0,0
Must be very good .,0,0,1,0,0
My best landing yet .,0,0,1,0,0
My bet says no other rider in the race will beat mine .,0,0,1,0,0
My boy [PERSON] !,0,0,1,0,0
"My dear child , there are many good books in this world without pictures .",0,0,1,0,0
"My dear , he is attractive , isn't he ?",0,0,1,0,0
"My dear , sweet , loving bride !",0,0,1,0,0
My favourite colour's blue .,0,0,1,0,0
"My friend , I'm a happy man .",0,0,1,0,0
My heart is packed so full of love for you .,0,0,1,0,0
My heart soars like a hawk .,0,0,1,0,0
My kids can stay with me for as long as they would like .,0,0,1,0,0
My name is [PERSON] .,0,0,1,0,0
"My pleasure , sir .",0,0,1,0,0
"My pleasure , sisters .",0,0,1,0,0
My pleasure .,0,0,1,0,0
"My son , to see you again causes my heart to soar like a hawk .",0,0,1,0,0
My sweetheart gave it to me .,0,0,1,0,0
"My , we're a jolly crew , aren't we ?",0,0,1,0,0
"My , what a pretty place !",0,0,1,0,0
"[PERSON] , this is Al.",0,0,1,0,0
Nemo has won him over completely .,0,0,1,0,0
[LOCATION] always been good to me .,0,0,1,0,0
"Nice and hot , just like you love it .",0,0,1,0,0
"Nice day , huh ?",0,0,1,0,0
Nice family you got here .,0,0,1,0,0
Nice meeting you .,0,0,1,0,0
Nice meeting you . - Very nice meeting you . See you .,0,0,1,0,0
Nice party .,0,0,1,0,0
Nice to meet you .,0,0,1,0,0
"Nice to see you again , [PERSON] .",0,0,1,0,0
Nice to see you too .,0,0,1,0,0
Nice tree .,0,0,1,0,0
Nice .,0,0,1,0,0
Nimbly !,0,0,1,0,0
No complaints .,0,0,1,0,0
"No harm at all , mate .",0,0,1,0,0
No pain .,0,0,1,0,0
No two people have ever been so in love,0,0,1,0,0
No wonder your husband still loves you .,0,0,1,0,0
"No , I'm glad to meet your daughter .",0,0,1,0,0
"No , you done me a nice little favour doing that there .",0,0,1,0,0
No ! A lovely ladies ' purse .,0,0,1,0,0
"Nobody can do that , ... Except you .",0,0,1,0,0
Nobody could ever say different .,0,0,1,0,0
"Nobody hired us for our brotherly love , [PERSON] .",0,0,1,0,0
Not a bad family to marry into .,0,0,1,0,0
Not a care in the world .,0,0,1,0,0
Not a living soul left .,0,0,1,1,0
Nothing will ever happen to me anymore !,0,0,1,0,0
Nothing's going wrong .,0,0,1,0,0
Nothing's happened recently to shake my self - confidence .,0,0,1,0,0
Nothing's impossible .,0,0,1,0,0
Now I just drink like an Irish person .,0,0,1,1,0
Now [PERSON] and that dear little bride of his will be able to stay on at [LOCATION] and live happily ever after .,0,0,1,0,0
"Now she's going back today , soon as we give 'em a full stomach to travel on .",0,0,1,0,0
Now tell me you're glad to see me .,0,0,1,0,0
Now this is a fine thing .,0,0,1,0,0
Now we'll have good weather for the bridge .,0,0,1,0,0
Now you got money in the bank and a faithful husband .,0,0,1,0,0
Now you're talking .,0,0,1,0,0
"Now , don't worry , darling , we understand perfectly .",0,0,1,0,0
"Now , isn't that a charming invitation ?",0,0,1,0,0
"Now , my five ordinary senses , what with alcohol and other forms of abuse , are nothing special , but I have a sixth sense that any witch in the world would give her left broomstick to have .",0,0,1,0,0
"Now , that's something .",0,0,1,0,0
"Now , these legs are very nice .",0,0,1,0,0
"Now , this is pretty great .",0,0,1,0,0
"Now , you look good .",0,0,1,0,0
"Nutritionally speaking , it is exquisite .",0,0,1,0,0
"Of all things to keep secret , the fact that there is this bountiful option that we have of reaching out into the stars and being friendly neighbors with other civilizations in sharing information , and sharing resources , and sharing knowledge , and sharing spiritual insights and values .",0,0,1,0,0
Of course I'll help you .,0,0,1,0,0
Of course you can .,0,0,1,0,0
"Of course , we're cooperating fully , Al.",0,0,1,0,0
"Of course , you know that the first thing is to fall in love .",0,0,1,0,0
Of course . Thank you .,0,0,1,0,0
Oh my God ! So cute !,0,0,1,0,0
Oh my God ! You totally should .,0,0,1,0,0
Oh Sugar ! That sounds like so much fun but Guess who's back together with your dad .,0,0,1,0,0
"Oh , and he's handsome too , no doubt .",0,0,1,0,0
"Oh , and that's as it should be .",0,0,1,0,0
"Oh , boy , is this great !",0,0,1,0,0
"Oh , come on , have a brandy .",0,0,1,0,0
"Oh , [PERSON] , she was just great !",0,0,1,0,0
"Oh , do I like the bed !",0,0,1,0,0
"Oh , do you know , I love it this time of year with spring coming on .",0,0,1,0,0
"Oh , feet !",0,0,1,0,0
"Oh , foo - foo says hello , too !",0,0,1,0,0
"Oh , great news , I got some turkey burgers , you know we can grill , and watch a little Monday Night Raw tonight if you want ?",0,0,1,0,0
"Oh , great , [PERSON] .",0,0,1,0,0
"Oh , honey !",0,0,1,0,1
"Oh , how I have longed to hold this child .",0,0,1,0,0
"Oh , how lovely .",0,0,1,0,0
"Oh , I'm so glad .",0,0,1,0,0
"Oh , is this the breathtaking view ?",0,0,1,0,0
"Oh , it's such a beautiful statue .",0,0,1,0,0
"Oh , it's swell !",0,0,1,0,1
"Oh , look at those eyes .",0,0,1,0,1
"Oh , m done rehearsing . ",0,0,1,0,0
"Oh , man , you guys are the greatest !",0,0,1,0,0
"Oh , monkey . - ( laughs )",0,0,1,0,0
"Oh , my gosh , you must be [PERSON] !",0,0,1,0,1
"Oh , [LOCATION]'s top of the pops these days .",0,0,1,0,0
"Oh , [PERSON] , for people like you and me the world can be a wonderful place .",0,0,1,0,0
"Oh , she did !",0,0,1,0,1
"Oh , thank God .",0,0,1,0,0
"Oh , thank you .",0,0,1,0,1
"Oh , thank you . Yes !",0,0,1,0,0
"Oh , that's delicious .",0,0,1,0,0
"Oh , that's funny .",0,0,1,0,1
"Oh , that's just great , [PERSON] !",0,0,1,0,0
"Oh , there ! Now , I'll just look perfect when I sing my song !",0,0,1,0,0
"Oh , very good !",0,0,1,0,0
"Oh , very nice .",0,0,1,0,0
"Oh , well , that's a splendid idea , Mrs. [PERSON] .",0,0,1,0,0
"Oh , what a delightful child .",0,0,1,0,0
"Oh , yeah , great !",0,0,1,0,0
"Oh , you almost got me .",0,0,1,0,1
"Oh , you little beauty !",0,0,1,0,0
"Oh , you make me so hot !",0,0,1,0,0
"Oh , you're really a much better dancer .",0,0,1,0,0
"Oh , you're the best , [PERSON] .",0,0,1,0,0
Oh . ( laughs ),0,0,1,0,0
Okay sweetie .,0,0,1,0,0
"Okay , I'm with you .",0,0,1,0,0
"Okay , we have fruit juice , soda , Mudslides are blending , Or I can make you a daiquiri , if you prefer .",0,0,1,0,0
"Okay , you guys , she fell for it .",0,0,1,0,0
"Okay , you have fun .",0,0,1,0,0
"Okay ? What ? bucks , that was really good .",0,0,1,0,0
Okay ? You're gonna check in with me on a nightly basis .,0,0,1,0,1
Okay . All right !,0,0,1,0,0
On the way home we did loop - the - loops so that I could see the moon upside down .,0,0,1,0,0
On the weekends we go out and have a ball .,0,0,1,0,0
Once you had the look for me of an exquisite lady .,0,0,1,0,0
One good thing .,0,0,1,0,0
One of my favorite spots .,0,0,1,0,0
One of the best .,0,0,1,0,0
One time he had the whole cast over from some [LOCATION] show .,0,0,1,0,0
One two three !,0,0,1,0,0
One way to pleasure .,0,0,1,0,0
"Only two months ' treatment , and I'm a well man .",0,0,1,0,0
"Ooh ! Oh ! In the name of the holy father ,",0,0,1,0,0
Our island is peaceful .,0,0,1,0,0
Our prayers were answered .,0,0,1,0,0
Our ratings have gone up .,0,0,1,0,0
Our worries are over .,0,0,1,0,0
Part of the family now .,0,0,1,0,0
"[PERSON] , we're here because of you .",0,0,1,0,0
"Peaceful up here , in't it ?",0,0,1,0,0
People who truly loved are likely to love again .,0,0,1,0,0
Perfect camouflage .,0,0,1,0,0
Perfect for a single man living alone .,0,0,1,0,0
Perfect .,0,0,1,0,0
Perseus and [PERSON] will be happy together .,0,0,1,0,0
"Personally , I think it makes a very lovely transmutation .",0,0,1,0,0
"Pick it , boy , pick it !",0,0,1,0,0
Piedmontese navy will be very important in your life .,0,0,1,0,0
Plain and simple .,0,0,1,0,0
Play ball ! Yeah .,0,0,1,0,0
"Please , can I have a look , please , please , please .",0,0,1,0,0
Pleased to meet you . - Nice to meet you .,0,0,1,0,0
Pleasure meeting you .,0,0,1,0,0
Praise our Lord [PERSON] .,0,0,1,0,0
Pretty dress .,0,0,1,0,0
Pretty fresh .,0,0,1,0,0
Pretty good chow .,0,0,1,0,0
"Pretty good shooting , young fella .",0,0,1,0,0
Pretty sea . Pretty sand .,0,0,1,0,0
"Pretty , huh . But I'm perfect .",0,0,1,0,0
"Probably I'm prejudiced , but it seems to me that [PERSON] is a pretty cute young lady .",0,0,1,0,0
"Produces beef , beer , shoes ... and good times .",0,0,1,0,0
Quiet types interest me .,0,0,1,0,0
[PERSON] is army from the anus up .,0,0,1,0,0
"Rather like a picnic , isn't it ?",0,0,1,0,0
[PERSON] talked him out of it .,0,0,1,0,0
Read what the critics say ... wonderful !,0,0,1,0,0
"Really , I've never been happier .",0,0,1,0,0
"Really , it is so good to see you .",0,0,1,0,1
Recent results are all positive .,0,0,1,0,0
Remember how white and fluffy she used to be after I gave her a bath ?,0,0,1,0,0
Remember my th birthday party when you lifted your skirt up ...,0,0,1,0,0
Remember the night ? The first time I went scrambling with the Rebels .,0,0,1,0,0
"Remember , Daddy loves you .",0,0,1,0,0
"Right , that's better , it's closer .",0,0,1,0,0
Ringo ! ,0,0,1,0,0
"[PERSON] , the funniest champion ever .",0,0,1,0,0
Roll one !,0,0,1,0,0
"Room service , good morning .",0,0,1,0,0
Running up stairs keeps my legs slim .,0,0,1,0,0
Save us digging new ones .,0,0,1,0,0
Say we'll be happier there than ever .,0,0,1,0,0
"Say , I understand those Mexican señoritas are still pretty as ever down there .",0,0,1,0,0
"Say , you lovely ladies wouldn't have seen two little mice running around down there , would you ?",0,0,1,0,0
"[PERSON] , you're so sweet to worry about [PERSON] like this for me .",0,0,1,0,0
"See you later , darling .",0,0,1,0,0
"See , that didn't hurt .",0,0,1,0,0
Seemed like a nice fellow .,0,0,1,0,0
"Senator [PERSON] , I'm pleased you could make it .",0,0,1,0,0
Sends her love .,0,0,1,0,0
"Seriously , she is a woman who loves our great state .",0,0,1,0,0
Sex is good for you .,0,0,1,0,0
"Shake on it , bruv .",0,0,1,0,0
Shangri - la on dope .,0,0,1,0,0
She can verify that !,0,0,1,0,1
She danced like an angel .,0,0,1,0,0
She gave me a very beautiful scarf .,0,0,1,0,0
She has a lovely time .,0,0,1,0,0
She has great elegance .,0,0,1,0,0
She has such a beautiful mouth too .,0,0,1,0,0
She loved racing .,0,0,1,0,0
She loves us very much .,0,0,1,0,0
She must've struck something .,0,0,1,0,0
She passed her genes down to you in all the right places .,0,0,1,0,0
She said she thought it was very thoughtful of me .,0,0,1,0,0
She seems nice .,0,0,1,0,0
She seems to be feeling a lot better .,0,0,1,0,0
She stood for justice .,0,0,1,0,0
She sure makes this old saloon smell nice !,0,0,1,0,0
She truly is special .,0,0,1,0,0
She was so excited to see her mother .,0,0,1,0,0
"She was so kind of offering hospitality to seven of my compatriots , refugees of our birth - place .",0,0,1,0,0
"She was the beautiful [PERSON] , you know .",0,0,1,0,0
"She went straight to the local sheriff , who , fortunately , happened to be a particularly good friend of ours .",0,0,1,0,0
She'd come to [LOCATION] to look for her child . I helped her as far as I could .,0,0,1,0,0
"She'll listen to you , you're not her mother .",0,0,1,0,0
She's a beautiful tough cookie .,0,0,1,0,0
She's a good person .,0,0,1,0,0
"She's a pretty little thing , isn't she ?",0,0,1,0,0
"She's a wonderful wife to me , too .",0,0,1,0,0
She's alright . She's better than before .,0,0,1,0,0
She's an angel .,0,0,1,0,0
She's an awful sweet little thing .,0,0,1,0,0
"She's exhausted , but she's okay .",0,0,1,0,0
She's fantastic .,0,0,1,0,0
She's got a great body .,0,0,1,0,0
"She's got many men in her life , and they take her to lots of different clubs .",0,0,1,0,0
She's lovely .,0,0,1,0,0
She's the one .,0,0,1,0,0
She's turnin' around !,0,0,1,0,1
She's very attractive .,0,0,1,0,0
"Shelleen , it was a great plan !",0,0,1,0,0
Siegfried dealt the king a mortal blow .,0,0,1,0,1
Silver snow falling on the ship .,0,0,1,0,0
Simply gorgeous .,0,0,1,0,0
"Sing something , [PERSON] . Wonderful idea !",0,0,1,0,0
"Sir , I was the best swimmer in my course .",0,0,1,0,0
"Sit down and relax , and ... be brilliant .",0,0,1,0,0
"Six months or so ago , I fell in love with one of them .",0,0,1,0,0
Six straight wins and a whole new rash of penalty minutes .,0,0,1,0,0
Sleep well .,0,0,1,0,0
"So after 129 , hours of being buried alive , at last , freedom seems in sight .",0,0,1,0,0
"So anyway , I wan na tell everybody that the flight over was really nice .",0,0,1,0,0
"So [PERSON] , make me the drink you made the night [PERSON] was shot .",0,0,1,0,0
"So far so good , senor .",0,0,1,0,0
"So maybe if I screw you and take you to the opera , then I can be happy . Hey !",0,0,1,0,1
So much fun and imagination .,0,0,1,0,0
So no more crimes .,0,0,1,0,0
So that at least narrows down where they are right now .,0,0,1,0,0
So that -- so she stays happy .,0,0,1,0,0
"So warm , so smooth .",0,0,1,0,0
So we might as well have a good time .,0,0,1,0,0
So welcome to Elysian Fields .,0,0,1,0,0
So you fell in love with him .,0,0,1,0,1
"So , are you on holiday or ... ?",0,0,1,0,1
"So , congratulations , Admiral [PERSON] .",0,0,1,0,0
"So , I guess I was the lucky one .",0,0,1,0,0
"So , I'm here .",0,0,1,0,0
"So , we have bought a little time to locate [PERSON] .",0,0,1,0,0
Somebody must be in good humour .,0,0,1,0,0
Something funny happened this morning at the store .,0,0,1,0,0
Something that no one's ever done for him before .,0,0,1,1,0
Something ya got for Christmas ?,0,0,1,0,0
Sometimes cheap perfume can be very exciting .,0,0,1,0,0
Sometimes I think there's almost a chance for us .,0,0,1,0,0
Soothing .,0,0,1,0,0
Sounds good .,0,0,1,0,0
Sounds great . I don't think she's taking us that seriously .,0,0,1,0,0
[PERSON] looked cute .,0,0,1,0,0
"Spent time making that , you know .",0,0,1,0,0
"Spirits soared , women swooned , and gods were created , gentlemen .",0,0,1,0,0
"Splendid , thank you , sir .",0,0,1,0,0
Splendid .,0,0,1,0,0
"[PERSON] , you want a laugh ?",0,0,1,0,0
Such a beautiful bride .,0,0,1,0,0
Such a truck would be good for picking up girls in [LOCATION] .,0,0,1,0,0
"Sure , but that's good , too .",0,0,1,0,0
"Sure , everybody would prosper .",0,0,1,0,0
"Sure , [PERSON] .",0,0,1,0,0
"Sure , you're fine , you've got plenty .",0,0,1,0,0
Sure !,0,0,1,0,0
Sure .,0,0,1,0,0
"Sure . - I really , really , really appreciate it .",0,0,1,0,0
Surprise !,0,0,1,0,0
Surveillance is my specialty .,0,0,1,0,0
Sweet !,0,0,1,0,0
Sweetest little guy .,0,0,1,0,0
"Sweetie , you get the pleasure .",0,0,1,0,0
Swell !,0,0,1,0,0
Take care !,0,0,1,0,0
"Take this and start a new life for yourself . Somewhere off this bus , okay ?",0,0,1,1,0
Taste for fine things .,0,0,1,0,0
"Ted , thanks .",0,0,1,0,0
Tell the cobbler I am delighted to have it .,0,0,1,0,0
Ten million's even better .,0,0,1,0,0
"Terrific , great , incredible",0,0,1,0,0
Terrific !,0,0,1,0,0
Terrific .,0,0,1,0,0
Thank God you answered .,0,0,1,0,0
Thank God you're here .,0,0,1,0,0
Thank God .,0,0,1,0,1
Thank goodness you're all right .,0,0,1,0,1
Thank goodness .,0,0,1,0,0
Thank [PERSON] for the nice dinner .,0,0,1,0,0
Thank you for a lovely evening .,0,0,1,0,0
Thank you for all your help tonight .,0,0,1,0,0
Thank you for asking .,0,0,1,0,1
"Thank you for stopping , you saved my life !",0,0,1,0,0
"Thank you for the privilege , sir .",0,0,1,0,0
"Thank you , Admiral [PERSON] .",0,0,1,0,0
"Thank you , baby .",0,0,1,0,0
"Thank you , Father .",0,0,1,0,0
"Thank you , [PERSON] .",0,0,1,0,0
"Thank you , High Priest !",0,0,1,0,0
"Thank you , Lord !",0,0,1,0,0
"Thank you , Mr. [PERSON] .",0,0,1,0,0
"Thank you , sir .",0,0,1,0,0
Thank you !,0,0,1,0,0
Thank you ! Yes !,0,0,1,0,0
Thank you . - You're welcome .,0,0,1,0,0
Thank you . Good night .,0,0,1,0,0
Thank you . Good - bye .,0,0,1,0,0
Thank you . I am still curious,0,0,1,0,1
Thanks a lot .,0,0,1,0,0
Thanks again for the job for [PERSON] . She'll make a great receptionist . She's got an outgoing personality .,0,0,1,0,0
Thanks for coming out here and meeting with him .,0,0,1,0,0
